100,0.0625,0.1,0.0,0.0,3.4023921489715576
250,0.0625,0.1,0.0,0.0,1.0378472805023193
500,0.0625,0.1,0.0,0.0,1.0125420093536377
750,0.0625,0.1,0.0,0.0,1.024327278137207
1000,0.0625,0.1,0.0,0.0,1.0504164695739746
2500,0.0625,0.1,0.0,0.0,1.0746169090270996
5000,0.0625,0.1,0.0,0.0,1.0353963375091553
100,0.0625,0.25,0.0,0.0,2.3698806762695312
250,0.0625,0.25,0.0,0.0,2.3717899322509766
500,0.0625,0.25,0.0,0.0,2.4415361881256104
750,0.0625,0.25,0.0,0.0,2.484220504760742
1000,0.0625,0.25,0.0,0.0,2.5674397945404053
2500,0.0625,0.25,0.0,0.0,2.5284860134124756
5000,0.0625,0.25,0.0,0.0,2.6299550533294678
100,0.125,0.25,0.0,0.0,1.0168614387512207
250,0.125,0.25,0.0,0.0,1.0169596672058105
500,0.125,0.25,0.0,0.0,1.0571565628051758
750,0.125,0.25,0.0,0.0,1.079808235168457
1000,0.125,0.25,0.0,0.0,1.080737829208374
2500,0.125,0.25,0.0,0.0,1.0594792366027832
5000,0.125,0.25,0.0,0.0,1.1213080883026123
100,0.0625,0.5,0.0,0.0,5.5765910148620605
250,0.0625,0.5,0.0,0.0,5.6121721267700195
500,0.0625,0.5,0.0,0.0,5.744434356689453
750,0.0625,0.5,0.0,0.0,5.588415622711182
1000,0.0625,0.5,0.0,0.0,5.748047113418579
2500,0.0625,0.5,0.0,0.0,5.718419551849365
5000,0.0625,0.5,0.0,0.0,5.953345060348511
100,0.125,0.5,0.0,0.0,2.4863333702087402
250,0.125,0.5,0.0,0.0,2.518108606338501
500,0.125,0.5,0.0,0.0,2.548240900039673
750,0.125,0.5,0.0,0.0,2.4915754795074463
1000,0.125,0.5,0.0,0.0,2.7002100944519043
2500,0.125,0.5,0.0,0.0,2.7330164909362793
5000,0.125,0.5,0.0,0.0,2.8999176025390625
100,0.25,0.5,0.0,0.0,1.0553922653198242
250,0.25,0.5,0.0,0.0,1.0639426708221436
500,0.25,0.5,0.0,0.0,1.0793142318725586
750,0.25,0.5,0.0,0.0,1.0515363216400146
1000,0.25,0.5,0.0,0.0,1.0852677822113037
2500,0.25,0.5,0.0,0.0,1.097153663635254
5000,0.25,0.5,0.0,0.0,1.0856900215148926
